Date,Store,Product,Price,Quantity,Total Sales,Audit_Date,Audit_Store,Audit_Product,Audit_Price
2025-05-13,North Butcher,Skirt Steak,152.83,13.0,1986.79,,,,
2025-12-21,The Little Bull,Beef,67.18,19.0,1276.42,,,,
2026-03-11,North Butcher,Skirt Steak,212.82,2.0,425.64,,,,
2025-11-02,Fine Cuts MX,Sausage,75.21,19.0,1428.99,,,,
2025-06-14,The Little Bull,Sausage,194.11,14.0,2717.54,,,,
2025-12-10,Fine Cuts MX,Chicken,150.78,7.0,1055.46,,,,
,North Butcher,Pork,113.56,4.0,454.24,Missing Date,,,
2025-09-26,The Little Bull,Beef,81.66,7.0,571.62,,,,
2026-03-14,North Butcher,Sausage,138.76,7.0,971.32,,,,
2025-10-01,The Little Bull,Unknown,148.51,6.0,891.06,,,Unknown,
2025-09-04,Super Meats,Ribs,141.28,7.0,988.96,,,,
2026-04-15,Unknown,Chicken,170.81,18.0,3074.58,,Unknown,,
2025-11-06,Happy Cow,Skirt Steak,203.81,17.0,3464.77,,,,
2025-10-15,Fine Cuts MX,Beef,209.83,4.0,839.32,,,,
2025-12-17,Happy Cow,Beef,142.07,18.0,2557.26,,,,
2025-07-06,Super Meats,Sausage,106.26,10.0,1062.6,,,,
2025-12-22,Super Meats,Skirt Steak,36.18,17.0,615.06,,,,
2025-10-16,Super Meats,Chicken,166.26,8.0,1330.08,,,,
2026-02-02,Unknown,Sausage,141.66,2.0,283.32,,Unknown,,
2025-08-26,The Little Bull,Sausage,168.32,13.0,2188.16,,,,
2025-11-25,Fine Cuts MX,Skirt Steak,137.15,1.0,137.15,,,,
,Super Meats,Unknown,178.77,8.0,1430.16,Missing Date,,Unknown,
2025-12-19,North Butcher,Chicken,210.02,7.0,1470.14,,,,
2026-02-19,Happy Cow,Pork,117.16,5.0,585.8,,,,
2025-06-05,North Butcher,Chicken,143.7,15.0,2155.5,,,,
2026-03-29,Happy Cow,Chicken,114.13,8.0,913.04,,,,
2026-02-28,Super Meats,Beef,87.37,17.0,1485.29,,,,
2025-06-17,Happy Cow,Beef,124.88,9.0,1123.92,,,,
2025-08-20,The Little Bull,Sausage,117.82,8.0,942.56,,,,
2025-09-03,Super Meats,Sausage,196.39,16.0,3142.24,,,,
2025-08-29,Fine Cuts MX,Beef,131.75,8.0,1054.0,,,,
2025-10-31,Happy Cow,Pork,108.04,8.0,864.32,,,,
2026-01-20,Fine Cuts MX,Ribs,178.97,12.0,2147.64,,,,
2026-04-07,The Little Bull,Beef,157.38,3.0,472.14,,,,
2026-01-19,Happy Cow,Pork,132.5,15.0,1987.5,,,,
2025-06-07,Super Meats,Ribs,177.47,8.0,1419.76,,,,
2026-04-18,Happy Cow,Sausage,206.24,13.0,2681.12,,,,
2025-12-23,North Butcher,Skirt Steak,110.03,15.0,1650.45,,,,
2026-03-05,Happy Cow,Ribs,90.2,12.0,1082.4,,,,
,Happy Cow,Pork,148.01,1.0,148.01,Missing Date,,,
2025-06-02,Happy Cow,Beef,240.57,7.0,1683.99,,,,
2026-02-17,North Butcher,Chicken,181.18,5.0,905.9,,,,
,Fine Cuts MX,Skirt Steak,139.55,10.0,1395.5,Missing Date,,,
2025-10-13,Super Meats,Pork,107.47,14.0,1504.58,,,,
2025-05-24,Fine Cuts MX,Ribs,119.51,12.0,1434.12,,,,
2025-09-01,The Little Bull,Pork,143.95,11.0,1583.45,,,,
2025-06-29,Super Meats,Skirt Steak,170.98,6.0,1025.88,,,,
2025-11-30,The Little Bull,Sausage,109.14,10.0,1091.4,,,,
2026-02-24,North Butcher,Skirt Steak,45.29,60.0,2717.4,,,,
2025-10-02,The Little Bull,Ribs,130.3,13.0,1693.9,,,,
2026-01-02,Unknown,Skirt Steak,129.41,4.0,517.64,,Unknown,,
2025-08-17,Fine Cuts MX,Beef,139.01,4.0,556.04,,,,
2026-01-27,Super Meats,Beef,204.51,19.0,3885.69,,,,
2025-12-13,Fine Cuts MX,Skirt Steak,78.95,6.0,473.7,,,,
2025-12-10,North Butcher,Chicken,34.79,17.0,591.43,,,,
2025-06-29,The Little Bull,Skirt Steak,168.48,17.0,2864.16,,,,
2025-06-23,The Little Bull,Pork,98.79,4.0,395.16,,,,
2025-11-30,Happy Cow,Skirt Steak,242.7,15.0,3640.5,,,,
2026-04-15,The Little Bull,Ribs,209.93,16.0,3358.88,,,,
2025-07-16,Fine Cuts MX,Sausage,157.04,13.0,2041.52,,,,
2026-04-13,Fine Cuts MX,Pork,61.58,3.0000000000000004,184.74,,,,
2025-10-25,North Butcher,Chicken,131.56,17.0,2236.52,,,,
2025-05-27,Fine Cuts MX,Sausage,170.09,4.0,680.36,,,,
2026-02-27,The Little Bull,Pork,148.62,35.0,5201.7,,,,
2025-10-14,Super Meats,Beef,238.61,9.0,2147.49,,,,
2026-01-23,Fine Cuts MX,Unknown,121.33,10.0,1213.3,,,Unknown,
2026-01-17,North Butcher,Sausage,167.75,10.0,1677.5,,,,
2025-12-29,Unknown,Beef,138.94,10.0,1389.4,,Unknown,,
2025-05-14,Super Meats,Sausage,158.7,11.0,1745.7,,,,
2025-12-17,Unknown,Beef,141.54,4.0,566.16,,Unknown,,
2025-10-10,Happy Cow,Skirt Steak,142.46,11.0,1567.06,,,,
2026-03-20,Fine Cuts MX,Skirt Steak,138.15,7.0,967.05,,,,
2025-12-26,The Little Bull,Ribs,177.12,5.0,885.6,,,,
2025-12-31,The Little Bull,Beef,212.72,3.0,638.16,,,,
2025-05-30,Super Meats,Chicken,96.33,18.0,1733.94,,,,
2025-09-14,Fine Cuts MX,Sausage,163.19,1.0,163.19,,,,
2026-03-15,The Little Bull,Beef,120.48,2.0,240.96,,,,
2026-04-04,North Butcher,Ribs,161.97,2.0,323.94,,,,
2025-10-28,Super Meats,Chicken,221.47,1.0,221.47,,,,
2025-08-30,Super Meats,Beef,182.51,7.0,1277.57,,,,
2025-11-13,Super Meats,Sausage,219.86,10.0,2198.6,,,,
2025-11-23,North Butcher,Chicken,152.85,17.0,2598.45,,,,
2025-05-16,Happy Cow,Sausage,102.33,8.0,818.64,,,,
2026-01-11,The Little Bull,Chicken,194.16,1.0,194.16,,,,
2026-03-29,The Little Bull,Skirt Steak,146.11,7.0,1022.77,,,,
2026-02-27,Happy Cow,Sausage,215.47,19.0,4093.93,,,,
2025-08-26,Happy Cow,Skirt Steak,121.59,8.0,972.72,,,,
2025-05-25,Super Meats,Ribs,243.66,9.0,2192.94,,,,
2025-09-07,Happy Cow,Beef,204.0,8.0,1632.0,,,,
2025-06-19,Fine Cuts MX,Sausage,88.56,16.0,1416.96,,,,
2026-02-05,Fine Cuts MX,Skirt Steak,160.64,18.0,2891.52,,,,
2026-01-22,Fine Cuts MX,Beef,,8.0,,,,,Missing Price
2026-03-06,Fine Cuts MX,Ribs,154.48,11.0,1699.28,,,,
2026-02-21,Fine Cuts MX,Skirt Steak,167.01,16.0,2672.16,,,,
,Super Meats,Ribs,122.88,13.0,1597.44,Missing Date,,,
2025-10-01,The Little Bull,Chicken,169.49,3.0,508.47,,,,
2025-08-26,The Little Bull,Skirt Steak,111.38,2.0,222.76,,,,
2025-12-05,The Little Bull,Pork,174.19,6.0,1045.14,,,,
2026-04-15,Fine Cuts MX,Skirt Steak,138.23,11.0,1520.53,,,,
2025-10-24,Super Meats,Sausage,94.52,3.0,283.56,,,,
2026-02-18,The Little Bull,Pork,108.01,16.0,1728.16,,,,
2026-01-05,Happy Cow,Ribs,138.05,2.0,276.1,,,,
2026-01-25,Happy Cow,Skirt Steak,131.66,11.0,1448.26,,,,
2025-06-29,The Little Bull,Chicken,199.92,11.0,2199.12,,,,
2025-11-16,The Little Bull,Beef,128.42,1.0,128.42,,,,
2025-11-25,Fine Cuts MX,Ribs,209.73,15.0,3145.95,,,,
2025-07-04,The Little Bull,Ribs,93.93,1.0,93.93,,,,
2025-07-17,The Little Bull,Sausage,218.79,15.0,3281.85,,,,
2025-07-20,Happy Cow,Sausage,200.63,3.0,601.89,,,,
2025-11-28,North Butcher,Chicken,167.13,17.0,2841.21,,,,
2025-04-25,Super Meats,Skirt Steak,161.0,13.0,2093.0,,,,
2025-08-29,Fine Cuts MX,Beef,131.03,14.0,1834.42,,,,
,The Little Bull,Beef,93.07,8.0,744.56,Missing Date,,,
2025-07-08,Super Meats,Sausage,145.11,17.0,2466.87,,,,
2026-01-30,North Butcher,Ribs,220.59,6.0,1323.54,,,,
2025-07-30,Happy Cow,Sausage,175.66,10.0,1756.6,,,,
,Happy Cow,Beef,137.02,13.0,1781.26,Missing Date,,,
2025-07-05,The Little Bull,Pork,194.43,19.0,3694.17,,,,
2025-06-30,Fine Cuts MX,Skirt Steak,123.66,6.0,741.96,,,,
2026-03-26,The Little Bull,Ribs,64.99,14.0,909.86,,,,
2025-12-13,North Butcher,Pork,176.42,14.0,2469.88,,,,
,Fine Cuts MX,Ribs,235.53,16.0,3768.48,Missing Date,,,
2025-07-01,The Little Bull,Skirt Steak,154.16,14.0,2158.24,,,,
2025-08-22,North Butcher,Skirt Steak,126.64,5.0,633.2,,,,
2026-03-07,North Butcher,Chicken,236.09,9.0,2124.81,,,,
2025-05-17,Fine Cuts MX,Chicken,145.79,17.0,2478.43,,,,
2025-11-14,North Butcher,Sausage,93.98,19.0,1785.62,,,,
2025-05-07,North Butcher,Ribs,144.5,8.0,1156.0,,,,
2025-09-15,North Butcher,Sausage,179.0,7.0,1253.0,,,,
2026-03-13,Happy Cow,Ribs,209.98,12.0,2519.76,,,,
2025-10-27,Fine Cuts MX,Beef,156.16,9.0,1405.44,,,,
2025-08-21,North Butcher,Pork,177.57,78.0,13850.46,,,,
2026-03-10,Fine Cuts MX,Pork,155.31,8.0,1242.48,,,,
,Fine Cuts MX,Sausage,126.52,13.0,1644.76,Missing Date,,,
2026-03-05,The Little Bull,Skirt Steak,188.0,14.0,2632.0,,,,
2025-12-25,Happy Cow,Chicken,125.75,7.0,880.25,,,,
2025-08-27,Happy Cow,Beef,188.77,10.0,1887.7,,,,
2025-07-28,Super Meats,Sausage,111.04,9.0,999.36,,,,
2025-08-18,The Little Bull,Skirt Steak,135.32,11.0,1488.52,,,,
2026-03-08,Happy Cow,Chicken,155.66,1.0,155.66,,,,
2025-08-24,The Little Bull,Ribs,167.19,13.0,2173.47,,,,
2025-08-26,Fine Cuts MX,Sausage,188.44,13.0,2449.72,,,,
2025-10-29,Fine Cuts MX,Ribs,184.39,14.0,2581.46,,,,
2025-06-04,North Butcher,Sausage,170.98,17.0,2906.66,,,,
2025-08-28,Fine Cuts MX,Ribs,136.57,4.0,546.28,,,,
2025-05-14,Super Meats,Chicken,105.44,8.0,843.52,,,,
2025-12-10,North Butcher,Sausage,138.76,7.0,971.32,,,,
2026-02-19,Fine Cuts MX,Skirt Steak,117.5,10.0,1175.0,,,,
2026-02-13,Fine Cuts MX,Ribs,160.34,3.0,481.02,,,,
2025-06-30,The Little Bull,Ribs,187.95,2.0,375.9,,,,
2025-10-07,Fine Cuts MX,Sausage,165.85,11.0,1824.35,,,,
2025-10-18,Fine Cuts MX,Chicken,245.05,5.0,1225.25,,,,
2026-02-15,The Little Bull,Sausage,213.29,6.0,1279.74,,,,
2026-02-09,North Butcher,Chicken,106.69,18.0,1920.42,,,,
2025-06-21,The Little Bull,Skirt Steak,205.9,12.0,2470.8,,,,
2025-06-20,Fine Cuts MX,Skirt Steak,156.57,12.0,1878.84,,,,
2026-04-21,Fine Cuts MX,Ribs,189.67,4.0,758.68,,,,
2026-02-28,Fine Cuts MX,Beef,62.57,2.0,125.14,,,,
2025-10-12,The Little Bull,Pork,101.78,10.0,1017.8,,,,
2025-09-11,North Butcher,Skirt Steak,128.49,11.0,1413.39,,,,
2025-07-22,North Butcher,Skirt Steak,106.72,5.0,533.6,,,,
2025-05-05,The Little Bull,Pork,160.42,12.0,1925.04,,,,
2025-06-30,Happy Cow,Skirt Steak,94.26,14.0,1319.64,,,,
2025-10-01,Fine Cuts MX,Chicken,154.88,10.0,1548.8,,,,
2026-04-02,Happy Cow,Skirt Steak,147.97,10.0,1479.7,,,,
2025-12-27,Fine Cuts MX,Ribs,91.07,10.0,910.7,,,,
2025-04-26,Happy Cow,Ribs,156.29,9.0,1406.61,,,,
2025-09-10,North Butcher,Ribs,149.29,15.0,2239.35,,,,
2025-05-30,North Butcher,Pork,149.08,13.0,1938.04,,,,
2025-06-15,The Little Bull,Beef,169.86,19.0,3227.34,,,,
2025-12-08,Super Meats,Pork,107.0,14.0,1498.0,,,,
2025-09-06,Happy Cow,Beef,177.84,11.0,1956.24,,,,
2025-10-03,The Little Bull,Chicken,161.96,4.0,647.84,,,,
2025-05-15,Happy Cow,Chicken,164.59,19.0,3127.21,,,,
2026-01-19,Super Meats,Pork,194.97,5.0,974.85,,,,
2026-02-28,Unknown,Unknown,162.69,13.0,2114.97,,Unknown,Unknown,
2025-08-23,Fine Cuts MX,Chicken,173.38,11.0,1907.18,,,,
2026-04-13,Fine Cuts MX,Ribs,248.39,16.0,3974.24,,,,
2026-04-10,Fine Cuts MX,Beef,53.76,4.0,215.04,,,,
2026-02-18,The Little Bull,Beef,146.07,15.0,2191.05,,,,
2025-12-13,Happy Cow,Chicken,218.13,14.0,3053.82,,,,
2025-05-01,The Little Bull,Skirt Steak,108.42,15.0,1626.3,,,,
2026-03-01,Fine Cuts MX,Beef,208.29,8.0,1666.32,,,,
2025-11-29,The Little Bull,Beef,139.78,5.0,698.9,,,,
2026-02-20,Fine Cuts MX,Skirt Steak,247.85,11.0,2726.35,,,,
2025-10-31,North Butcher,Sausage,137.93,16.0,2206.88,,,,
2026-04-14,Fine Cuts MX,Unknown,160.58,15.0,2408.7,,,Unknown,
2026-01-20,Fine Cuts MX,Beef,143.81,5.0,719.05,,,,
2026-04-21,Happy Cow,Sausage,132.18,8.0,1057.44,,,,
2026-01-05,North Butcher,Skirt Steak,159.03,3.0,477.09,,,,
2025-11-24,Super Meats,Pork,157.26,9.0,1415.34,,,,
2025-06-06,Super Meats,Chicken,173.52,14.0,2429.28,,,,
2025-09-15,Fine Cuts MX,Ribs,169.53,17.0,2882.01,,,,
2026-03-30,The Little Bull,Beef,189.65,16.0,3034.4,,,,
2025-07-01,Happy Cow,Beef,199.07,2.0,398.14,,,,
2025-06-20,North Butcher,Pork,211.79,14.0,2965.06,,,,
2025-10-13,The Little Bull,Beef,152.98,7.0,1070.86,,,,
2026-01-20,North Butcher,Chicken,132.91,13.0,1727.83,,,,
2025-11-20,Super Meats,Chicken,107.27,17.0,1823.59,,,,
2026-01-10,The Little Bull,Sausage,166.75,10.0,1667.5,,,,
2025-05-09,Fine Cuts MX,Ribs,160.48,14.0,2246.72,,,,
2025-05-13,Super Meats,Sausage,125.42,15.0,1881.3,,,,
2026-01-08,Super Meats,Ribs,169.62,18.0,3053.16,,,,
2026-04-08,Happy Cow,Sausage,124.55,2.0,249.1,,,,
2025-11-02,North Butcher,Sausage,118.69,6.0,712.14,,,,
,North Butcher,Ribs,107.08,11.0,1177.88,Missing Date,,,
2025-12-15,Fine Cuts MX,Chicken,206.28,9.0,1856.52,,,,
2026-03-27,The Little Bull,Sausage,163.13,13.0,2120.69,,,,
2025-11-19,Happy Cow,Pork,159.68,12.0,1916.16,,,,
2026-02-19,North Butcher,Ribs,153.92,10.000000000000002,1539.2,,,,
2026-01-15,Fine Cuts MX,Skirt Steak,122.26,11.0,1344.86,,,,
2025-12-12,Fine Cuts MX,Beef,97.23,19.0,1847.37,,,,
2025-08-19,The Little Bull,Pork,202.92,17.0,3449.64,,,,
2025-05-12,Happy Cow,Beef,8.37,15.0,125.55,,,,
2026-01-10,The Little Bull,Beef,150.84,3.0,452.52,,,,
,Happy Cow,Ribs,127.34,13.0,1655.42,Missing Date,,,
2026-04-19,Super Meats,Beef,222.62,9.0,2003.58,,,,
2025-09-12,North Butcher,Pork,136.35,13.0,1772.55,,,,
2025-09-18,Happy Cow,Chicken,168.26,9.0,1514.34,,,,
2025-08-16,Super Meats,Chicken,106.52,12.0,1278.24,,,,
2025-05-06,North Butcher,Skirt Steak,206.27,1.0,206.27,,,,
2026-02-23,Happy Cow,Skirt Steak,122.79,10.0,1227.9,,,,
2025-12-04,Happy Cow,Chicken,1418.6,10.0,14186.0,,,,
2026-02-09,North Butcher,Pork,100.28,11.0,1103.08,,,,
2026-02-15,Happy Cow,Chicken,220.59,16.0,3529.44,,,,
2026-01-03,North Butcher,Ribs,183.64,2.0,367.28,,,,
,North Butcher,Chicken,179.59,1.0,179.59,Missing Date,,,
2025-09-12,North Butcher,Pork,197.79,16.0,3164.64,,,,
,Happy Cow,Skirt Steak,245.95,7.0,1721.65,Missing Date,,,
2026-01-01,Fine Cuts MX,Beef,213.1,8.0,1704.8,,,,
2025-05-24,Happy Cow,Pork,158.99,8.0,1271.92,,,,
2026-02-27,North Butcher,Chicken,144.84,15.0,2172.6,,,,
2025-08-10,The Little Bull,Skirt Steak,67.84,4.0,271.36,,,,
2025-09-14,North Butcher,Ribs,176.85,9.0,1591.65,,,,
2025-08-14,North Butcher,Sausage,152.58,7.0,1068.06,,,,
2026-01-28,The Little Bull,Pork,169.66,11.0,1866.26,,,,
2026-03-07,North Butcher,Sausage,109.46,6.0,656.76,,,,
2025-08-17,Super Meats,Chicken,87.12,15.0,1306.8,,,,
2026-02-13,Super Meats,Pork,159.92,18.0,2878.56,,,,
2025-09-20,The Little Bull,Ribs,172.78,14.0,2418.92,,,,
2026-04-15,The Little Bull,Sausage,264.45,6.0,1586.7,,,,
2025-11-04,The Little Bull,Ribs,72.16,11.0,793.76,,,,
2026-04-06,North Butcher,Sausage,150.51,12.0,1806.12,,,,
2026-02-24,The Little Bull,Beef,159.25,3.0,477.75,,,,
2025-12-09,North Butcher,Pork,151.55,12.0,1818.6,,,,
2025-09-17,Unknown,Chicken,181.18,19.0,3442.42,,Unknown,,
2025-04-25,North Butcher,Chicken,176.76,2.0,353.52,,,,
2025-12-15,Fine Cuts MX,Skirt Steak,187.97,16.0,3007.52,,,,
2025-10-23,Super Meats,Skirt Steak,145.76,4.0,583.04,,,,
2026-01-10,Fine Cuts MX,Sausage,87.83,6.999999999999999,614.81,,,,
2025-07-24,Super Meats,Skirt Steak,170.86,5.0,854.3,,,,
2026-02-08,The Little Bull,Beef,125.5,8.0,1004.0,,,,
2025-05-02,Happy Cow,Sausage,324.79,7.0,2273.53,,,,
2026-02-25,The Little Bull,Chicken,76.83,3.0,230.49,,,,
2025-12-08,The Little Bull,Pork,189.14,13.0,2458.82,,,,
2025-06-26,The Little Bull,Sausage,78.01,18.0,1404.18,,,,
2025-08-02,The Little Bull,Ribs,150.71,11.0,1657.81,,,,
2025-05-22,North Butcher,Pork,102.3,1.0,102.3,,,,
2025-06-13,The Little Bull,Pork,72.99,19.0,1386.81,,,,
2025-11-04,Fine Cuts MX,Pork,249.17,19.0,4734.23,,,,
2025-06-26,Happy Cow,Unknown,140.54,4.0,562.16,,,Unknown,
2025-05-03,The Little Bull,Beef,196.08,18.0,3529.44,,,,
2026-02-15,North Butcher,Beef,122.46,7.0,857.22,,,,
2025-12-03,North Butcher,Sausage,98.69,4.0,394.76,,,,
2025-05-12,North Butcher,Ribs,104.83,8.0,838.64,,,,
2026-01-30,Unknown,Chicken,145.54,10.0,1455.4,,Unknown,,
2025-12-22,Super Meats,Beef,119.78,13.0,1557.14,,,,
2025-05-28,North Butcher,Sausage,116.21,10.0,1162.1,,,,
2026-02-15,The Little Bull,Ribs,120.31,19.0,2285.89,,,,
2026-01-26,North Butcher,Unknown,101.71,5.0,508.55,,,Unknown,
2025-06-04,Super Meats,Pork,107.3,16.0,1716.8,,,,
2025-11-26,Fine Cuts MX,Beef,103.82,7.0,726.74,,,,
2026-02-04,Happy Cow,Beef,62.58,10.0,625.8,,,,
2025-11-11,Fine Cuts MX,Skirt Steak,156.65,16.0,2506.4,,,,
2026-01-03,Fine Cuts MX,Beef,130.8,1.0,130.8,,,,
2026-01-01,Fine Cuts MX,Skirt Steak,162.51,17.0,2762.67,,,,
2026-02-08,Unknown,Sausage,204.1,6.0,1224.6,,Unknown,,
2025-08-18,Super Meats,Skirt Steak,199.78,7.0,1398.46,,,,
2026-02-13,Super Meats,Ribs,131.59,3.0,394.77,,,,
2025-11-10,Super Meats,Beef,127.01,16.0,2032.16,,,,
2025-06-16,Super Meats,Ribs,30.44,15.0,456.6,,,,
2025-10-17,Fine Cuts MX,Beef,146.26,84.0,12285.84,,,,
2025-12-17,Fine Cuts MX,Ribs,74.11,19.0,1408.09,,,,
2026-01-12,Fine Cuts MX,Pork,132.15,8.0,1057.2,,,,
2026-03-30,Fine Cuts MX,Beef,184.94,13.0,2404.22,,,,
2026-01-10,Happy Cow,Chicken,171.05,19.0,3249.95,,,,
2025-05-15,Super Meats,Ribs,94.14,19.0,1788.66,,,,
2025-05-02,Happy Cow,Ribs,153.49,11.0,1688.39,,,,
2026-02-04,North Butcher,Beef,118.01,6.0,708.06,,,,
2025-09-06,Super Meats,Chicken,115.74,1.0,115.74,,,,
2025-05-15,The Little Bull,Sausage,142.42,19.0,2705.98,,,,
2025-04-26,The Little Bull,Pork,124.85,1.0,124.85,,,,
2026-03-04,Happy Cow,Pork,87.5,15.0,1312.5,,,,
2025-12-26,Fine Cuts MX,Unknown,173.67,18.0,3126.06,,,Unknown,
2025-09-01,Fine Cuts MX,Skirt Steak,216.78,8.0,1734.24,,,,
2025-09-13,Super Meats,Beef,138.48,5.0,692.4,,,,
2025-11-14,North Butcher,Chicken,103.79,17.0,1764.43,,,,
2025-11-20,North Butcher,Ribs,116.86,10.0,1168.6,,,,
,Unknown,Pork,90.7,15.0,1360.5,Missing Date,Unknown,,
2025-12-01,The Little Bull,Ribs,167.24,12.0,2006.88,,,,
2026-01-02,The Little Bull,Sausage,252.29,3.0,756.87,,,,
2026-03-21,Unknown,Sausage,188.55,9.0,1696.95,,Unknown,,
2025-07-21,The Little Bull,Pork,93.87,2.0,187.74,,,,
2025-06-02,Happy Cow,Skirt Steak,104.12,10.0,1041.2,,,,
2025-08-20,North Butcher,Pork,215.0,4.0,860.0,,,,
2025-09-21,Super Meats,Sausage,187.9,6.0,1127.4,,,,
2025-08-21,Super Meats,Ribs,222.96,18.0,4013.28,,,,
2026-04-25,Fine Cuts MX,Beef,167.52,4.0,670.08,,,,
2025-09-04,Happy Cow,Sausage,164.89,19.0,3132.91,,,,
2025-09-15,Super Meats,Beef,85.39,13.0,1110.07,,,,
2026-01-29,Happy Cow,Chicken,110.81,5.0,554.05,,,,
2025-10-18,Fine Cuts MX,Pork,115.47,11.0,1270.17,,,,
2025-12-02,Fine Cuts MX,Beef,230.75,18.0,4153.5,,,,
2025-06-03,North Butcher,Sausage,199.85,18.0,3597.3,,,,
2026-04-03,The Little Bull,Chicken,153.8,14.0,2153.2,,,,
2026-04-19,Happy Cow,Sausage,187.13,14.0,2619.82,,,,
2025-04-27,Super Meats,Ribs,81.2,11.0,893.2,,,,
2025-08-01,Happy Cow,Skirt Steak,133.02,1.0,133.02,,,,
2026-02-19,Super Meats,Ribs,138.46,11.0,1523.06,,,,
2025-08-09,Fine Cuts MX,Beef,222.66,8.0,1781.28,,,,
2026-03-12,The Little Bull,Ribs,122.52,11.0,1347.72,,,,
2026-03-15,North Butcher,Sausage,192.98,7.0,1350.86,,,,
2025-10-05,North Butcher,Sausage,125.34,18.0,2256.12,,,,
2025-10-21,North Butcher,Pork,222.18,16.0,3554.88,,,,
,Super Meats,Sausage,190.44,19.0,3618.36,Missing Date,,,
2025-09-22,Super Meats,Sausage,177.32,4.0,709.28,,,,
2025-09-22,The Little Bull,Pork,68.85,13.0,895.05,,,,
2025-12-25,North Butcher,Sausage,167.67,5.0,838.35,,,,
2025-11-15,North Butcher,Pork,185.38,1.0,185.38,,,,
2025-04-29,Happy Cow,Skirt Steak,150.45,6.0,902.7,,,,
2025-10-22,The Little Bull,Ribs,168.37,10.0,1683.7,,,,
2025-08-21,Fine Cuts MX,Beef,134.32,16.0,2149.12,,,,
2026-03-05,The Little Bull,Beef,94.85,5.0,474.25,,,,
2025-11-16,Happy Cow,Sausage,167.95,15.0,2519.25,,,,
2025-06-18,Super Meats,Sausage,180.98,5.0,904.9,,,,
2026-01-19,Super Meats,Beef,170.54,1.0,170.54,,,,
2025-07-11,The Little Bull,Pork,178.63,10.0,1786.3,,,,
2025-10-08,Fine Cuts MX,Chicken,167.43,2.0,334.86,,,,
2026-04-15,Fine Cuts MX,Chicken,81.12,15.0,1216.8,,,,
2025-12-04,North Butcher,Skirt Steak,121.76,11.0,1339.36,,,,
2025-10-27,North Butcher,Skirt Steak,217.09,10.0,2170.9,,,,
2025-05-14,Super Meats,Chicken,33.47,18.0,602.46,,,,
2025-08-24,Fine Cuts MX,Pork,132.06,15.0,1980.9,,,,
2026-04-22,Happy Cow,Chicken,152.83,7.0,1069.81,,,,
2025-09-16,North Butcher,Chicken,126.36,17.0,2148.12,,,,
2025-09-17,North Butcher,Chicken,94.4,9.0,849.6,,,,
2025-10-19,The Little Bull,Sausage,168.07,19.0,3193.33,,,,
,Super Meats,Skirt Steak,166.92,7.0,1168.44,Missing Date,,,
2026-03-22,Fine Cuts MX,Chicken,146.82,2.0,293.64,,,,
2025-12-11,The Little Bull,Beef,192.42,4.0,769.68,,,,
2026-02-07,The Little Bull,Sausage,37.66,17.0,640.22,,,,
2025-04-27,Fine Cuts MX,Pork,135.26,10.0,1352.6,,,,
2025-07-09,Super Meats,Beef,217.31,14.0,3042.34,,,,
2025-09-19,Fine Cuts MX,Skirt Steak,119.76,11.0,1317.36,,,,
2026-03-18,North Butcher,Pork,39.72,11.0,436.92,,,,
2025-05-02,The Little Bull,Sausage,222.31,2.0,444.62,,,,
2025-08-07,North Butcher,Beef,80.56,4.0,322.24,,,,
2026-02-20,North Butcher,Ribs,189.45,3.0,568.35,,,,
2026-01-30,Super Meats,Skirt Steak,176.44,17.0,2999.48,,,,
2025-08-10,The Little Bull,Sausage,223.45,10.0,2234.5,,,,
2026-02-13,Super Meats,Skirt Steak,132.1,10.0,1321.0,,,,
2025-07-13,North Butcher,Sausage,109.75,8.0,878.0,,,,
2026-04-14,Super Meats,Ribs,225.27,2.0,450.54,,,,
2026-01-20,Happy Cow,Pork,81.38,17.0,1383.46,,,,
2025-09-17,Super Meats,Sausage,151.55,19.0,2879.45,,,,
2026-01-18,Super Meats,Chicken,117.11,6.0,702.66,,,,
2026-03-07,North Butcher,Sausage,192.73,3.0,578.19,,,,
2026-01-09,North Butcher,Pork,109.13,14.0,1527.82,,,,
2025-12-13,North Butcher,Skirt Steak,119.52,10.0,1195.2,,,,
2025-10-26,Happy Cow,Beef,185.63,6.0,1113.78,,,,
2026-01-12,Happy Cow,Ribs,187.98,12.0,2255.76,,,,
2025-11-23,The Little Bull,Sausage,65.0,3.0,195.0,,,,
2026-02-01,Super Meats,Skirt Steak,137.03,14.0,1918.42,,,,
2025-07-31,Super Meats,Chicken,183.54,8.0,1468.32,,,,
2025-10-01,Fine Cuts MX,Pork,135.39,8.0,1083.12,,,,
,Fine Cuts MX,Ribs,180.62,15.0,2709.3,Missing Date,,,
2026-04-23,Fine Cuts MX,Beef,204.97,14.0,2869.58,,,,
2026-03-25,Fine Cuts MX,Pork,129.96,5.0,649.8,,,,
2025-09-27,Unknown,Chicken,157.24,19.0,2987.56,,Unknown,,
2026-04-07,Fine Cuts MX,Beef,151.2,11.0,1663.2,,,,
2025-07-09,Super Meats,Ribs,134.28,2.0,268.56,,,,
2025-06-24,Happy Cow,Pork,197.91,5.0,989.55,,,,
2025-04-27,Fine Cuts MX,Ribs,205.92,6.0,1235.52,,,,
2026-01-09,The Little Bull,Chicken,177.47,11.0,1952.17,,,,
